id,account_num,amount,currency,trx_type,account_to,narrative,status_trx,trx_date,trx_time,criteria_anomali,description_anomali,code_transaction,created_by,created_date,updated_by,updated_date
26453f7a-2a07-428e-8f1d-0001dd251a4a,9246463863,335000,IDR,D,1001188797,Transfer ke BNI - ARIF SETIAWAN,SUCCESS,2025-09-05,21:39:35,0,Normal,TRX:TQjx4tWdLONN3nuhQvgHLS,SYSTEM,2025-09-07 11:31:45.869994,SYSTEM,2025-09-07 11:31:45.869997
6f177901-67e2-4932-9c47-cc57fd4834d7,2081937710,193000,IDR,D,6259451671,Transfer ke JAGO - JOHN JOHNSON,SUCCESS,2025-09-05,21:39:37,0,Normal,TRX:ym45gi2WBP5VXMFjLwBBtJ,SYSTEM,2025-09-07 11:31:45.870005,SYSTEM,2025-09-07 11:31:45.870005
18bae055-9e4c-486a-9ab4-b2262be2b04a,9638600193,63000,IDR,D,7002467046,Transfer ke BNI - FARAH KUSUMA,SUCCESS,2025-09-05,21:39:38,0,Normal,TRX:DTvrt-Z-k7CKGx0DymgZw8,SYSTEM,2025-09-07 11:31:45.870009,SYSTEM,2025-09-07 11:31:45.870009
5f2b3202-2ba1-421b-aa8f-4611c5e57465,5981094393,193000,IDR,D,5805024034,Transfer ke BNI - DEDI SETIAWAN,SUCCESS,2025-09-05,21:39:39,0,Normal,TRX:gbzikSKkkUUgoeJRWzDMlS,SYSTEM,2025-09-07 11:31:45.870012,SYSTEM,2025-09-07 11:31:45.870012
1f7fdcb7-11eb-4a9d-bd28-116d1619184a,2568717746,189000,IDR,D,2314499543,Transfer ke BNI - YUNI PRATAMA,SUCCESS,2025-09-05,21:39:40,0,Normal,TRX:yFMWXd-YgjWlApUMo7v6S2,SYSTEM,2025-09-07 11:31:45.870015,SYSTEM,2025-09-07 11:31:45.870015
eed9469b-72f1-41c7-9fe0-a25826846153,9239909016,469000,IDR,D,1944294218,Transfer ke BNI - RINA PERMANA,SUCCESS,2025-09-05,21:39:42,0,Normal,TRX:ThUNXghzmGZjQ4MS7-LSM5,SYSTEM,2025-09-07 11:31:45.870017,SYSTEM,2025-09-07 11:31:45.870018
703b2214-63ce-4fb6-b257-47d4e7779f8a,4389411164,287000,IDR,D,3317120443,Transfer ke PERMATA - MARY WILLIAMS,SUCCESS,2025-09-05,21:39:43,0,Normal,TRX:xCYIgQ186eRnLgfF523hTz,SYSTEM,2025-09-07 11:31:45.870021,SYSTEM,2025-09-07 11:31:45.870021
703943a7-7d23-435c-9050-80ff69c9b725,2708880363,640000,IDR,D,1763330520,Transfer ke BNI - FITRI UTAMA,SUCCESS,2025-09-05,21:39:44,0,Normal,TRX:2pv27eef78qzvFMSfHj7SV,SYSTEM,2025-09-07 11:31:45.870023,SYSTEM,2025-09-07 11:31:45.870023
7ff5a3b8-2690-482f-a863-a3ae3a38f00b,7077870541,125000,IDR,D,6481487125,Transfer ke PERMATA - JOHN DAVIS,SUCCESS,2025-09-05,21:39:45,0,Normal,TRX:BRHQMnJxPV6GReMiHKDeKA,SYSTEM,2025-09-07 11:31:45.870025,SYSTEM,2025-09-07 11:31:45.870025
2705b56d-296f-4d01-a1f8-bf2217ea9597,4626749635,511000,IDR,D,9582300621,Transfer ke BCA - ROBERT DAVIS,SUCCESS,2025-09-05,21:39:47,0,Normal,TRX:sqAfAXPBJyF33EgHVmHKDK,SYSTEM,2025-09-07 11:31:45.870028,SYSTEM,2025-09-07 11:31:45.870028
2ae6e548-4633-45c0-8db7-2df9ac22b3d8,5581764356,251000,IDR,D,8027275389,Transfer ke BNI - RINA NUGROHO,SUCCESS,2025-09-05,21:39:48,0,Normal,TRX:nHSAGcSl7AmUAkq85TU2fw,SYSTEM,2025-09-07 11:31:45.870030,SYSTEM,2025-09-07 11:31:45.870030
c48ea5bb-fe6e-4fb7-a49a-c5956d75020c,1262316554,225000,IDR,D,7573055140,Transfer ke BRI - DAVID GARCIA,SUCCESS,2025-09-05,21:39:49,0,Normal,TRX:PiwBskWfPpDpvcDBf7Cwhb,SYSTEM,2025-09-07 11:31:45.870032,SYSTEM,2025-09-07 11:31:45.870032
2caca8c6-9635-4d52-9237-9db4e520343a,4781868184,27000,IDR,D,7568406940,Transfer ke BNI - JOKO FIRMANSYAH,SUCCESS,2025-09-05,21:39:50,0,Normal,TRX:tHDWqVdQHVuaAq9ETsRGYY,SYSTEM,2025-09-07 11:31:45.870038,SYSTEM,2025-09-07 11:31:45.870038
519d29b0-5d55-43a3-84a9-7015f44b6776,4043454456,106000,IDR,D,8282691405,Transfer ke BNI - RAHMAT UTAMA,SUCCESS,2025-09-05,21:39:51,0,Normal,TRX:zB6ayO7zr5sZpmBVhcKqPW,SYSTEM,2025-09-07 11:31:45.870040,SYSTEM,2025-09-07 11:31:45.870040
5de5f4ef-f6b8-4aec-bc88-9349b03f2dc2,7283194447,84000,IDR,D,3579800165,Transfer ke BNI - RATNA WIBISONO,SUCCESS,2025-09-05,21:39:53,0,Normal,TRX:cJKgHrlC-ADGOuPvPvkwiX,SYSTEM,2025-09-07 11:31:45.870042,SYSTEM,2025-09-07 11:31:45.870042
72156025-3451-4343-a113-30a009327c0a,6273387403,475000,IDR,D,9862146667,Transfer ke BNI - INTAN NUGROHO,SUCCESS,2025-09-05,21:39:54,0,Normal,TRX:41D2e2BpwnXzcT3Bj3-94a,SYSTEM,2025-09-07 11:31:45.870044,SYSTEM,2025-09-07 11:31:45.870044
ddd832d9-c2da-4d4e-9664-4537b3744bde,3102671140,87000,IDR,D,7635243971,Transfer ke MANDIRI - LINDA MARTINEZ,SUCCESS,2025-09-05,21:39:55,0,Normal,TRX:T0H-EknLWay19ZI7bLYKOC,SYSTEM,2025-09-07 11:31:45.870046,SYSTEM,2025-09-07 11:31:45.870046
bcac12ee-3331-4207-8b60-cc9ae1065163,4182583015,191000,IDR,D,9226426184,Transfer ke BNI - SURYA SUSANTO,SUCCESS,2025-09-05,21:39:57,0,Normal,TRX:hk0LOAIFfYTQQKVqEMV7TP,SYSTEM,2025-09-07 11:31:45.870048,SYSTEM,2025-09-07 11:31:45.870048
80860fa9-1f86-4afc-b2bd-5f852c9f7bcf,4993400030,373000,IDR,D,5372118428,Transfer ke PERMATA - JAMES MILLER,SUCCESS,2025-09-05,21:39:58,0,Normal,TRX:GpuI3RY9ToweU32cHkpqN2,SYSTEM,2025-09-07 11:31:45.870050,SYSTEM,2025-09-07 11:31:45.870050
7df09790-1bb2-4a81-9838-51f2eff840b0,5869740843,169000,IDR,D,2118424454,Transfer ke BRI - PATRICIA BROWN,SUCCESS,2025-09-05,21:39:59,0,Normal,TRX:UGvPRehthsnpxMqNnSQzrZ,SYSTEM,2025-09-07 11:31:45.870052,SYSTEM,2025-09-07 11:31:45.870052
36b36687-dd4f-49f8-826d-7a68d0191c9a,1368927904,774000,IDR,D,3974018136,Transfer ke BNI - RATNA NUGROHO,SUCCESS,2025-09-05,21:40:00,0,Normal,TRX:x6YaU9ym3q9QDd3T8VCaIb,SYSTEM,2025-09-07 11:31:45.870053,SYSTEM,2025-09-07 11:31:45.870054
f4399667-1655-4476-9c08-7f3d69980e3d,2344087545,859000,IDR,D,8373544187,Transfer ke PERMATA - JAMES SMITH,SUCCESS,2025-09-05,21:40:02,0,Normal,TRX:43GxWyhaVKa47aVjk4VVMU,SYSTEM,2025-09-07 11:31:45.870055,SYSTEM,2025-09-07 11:31:45.870055
10d1ae5a-c560-4606-9b8b-fd234861f16d,4043454456,961000,IDR,D,9130076137,Transfer ke BNI - TIARA SUSANTO,SUCCESS,2025-09-05,21:40:03,0,Normal,TRX:Kwr-q6ByVhDpO6DWSz-VOD,SYSTEM,2025-09-07 11:31:45.870057,SYSTEM,2025-09-07 11:31:45.870058
3b0c0709-962d-4238-8cd1-7b2e1b537213,4026773905,319000,IDR,D,7337980136,Transfer ke BNI - ANISA HARYANTO,SUCCESS,2025-09-05,21:40:04,0,Normal,TRX:Rg6itaMc7XINiz4UKHTXiJ,SYSTEM,2025-09-07 11:31:45.870059,SYSTEM,2025-09-07 11:31:45.870059
bf2f155b-5445-4d5b-8a6e-65d9f6e8d22a,5581764356,111000,IDR,D,6755580006,Transfer ke BRI - JOHN JONES,SUCCESS,2025-09-05,21:40:05,0,Normal,TRX:W0G9UcLxQbPNy-FdlLNe4l,SYSTEM,2025-09-07 11:31:45.870061,SYSTEM,2025-09-07 11:31:45.870061
ebd01119-367e-4dc9-b71f-bedc7c2fe546,7886988617,174000,IDR,D,2315399362,Transfer ke CIMB - ELIZABETH RODRIGUEZ,SUCCESS,2025-09-05,21:40:07,0,Normal,TRX:FGsOcnLGsjkIWdXKcwgFxN,SYSTEM,2025-09-07 11:31:45.870063,SYSTEM,2025-09-07 11:31:45.870064
48dc82bc-02d3-43de-a7ba-29560694541d,3191464702,14000,IDR,D,9717606490,Transfer ke MANDIRI - LINDA JONES,SUCCESS,2025-09-05,21:40:08,0,Normal,TRX:zCnxQh9xiAEIf7SxwA2NJF,SYSTEM,2025-09-07 11:31:45.870067,SYSTEM,2025-09-07 11:31:45.870067
54baeada-3188-4321-ab7d-b9f1b1771b26,9364768077,81000,IDR,D,8752601836,Transfer ke BRI - MICHAEL SMITH,SUCCESS,2025-09-05,21:40:09,0,Normal,TRX:4A0jSMUIjf5v5Y174QdG23,SYSTEM,2025-09-07 11:31:45.870069,SYSTEM,2025-09-07 11:31:45.870069
4fb6d9eb-f2bf-4bff-893e-c25120c91334,3651780355,164000,IDR,D,4832835394,Transfer ke BNI - FARAH PRATAMA,SUCCESS,2025-09-05,21:40:11,0,Normal,TRX:tgh9hJqHwvKogx9FvhWCXd,SYSTEM,2025-09-07 11:31:45.870071,SYSTEM,2025-09-07 11:31:45.870071
ffe23b85-e825-44ec-82dd-a70b105b968f,1743495192,64000,IDR,D,2152159248,Transfer ke CIMB - ELIZABETH RODRIGUEZ,SUCCESS,2025-09-05,21:40:12,0,Normal,TRX:Ks-CWI26jaaSpQ630eXb8U,SYSTEM,2025-09-07 11:31:45.870073,SYSTEM,2025-09-07 11:31:45.870073
97ba0d68-f4d3-481d-b9c6-daec3bdc985b,1382294053,18000,IDR,D,5982410387,Transfer ke PERMATA - LINDA MILLER,SUCCESS,2025-09-05,21:40:13,0,Normal,TRX:yA021zjA-rRGRgdlWE3DnT,SYSTEM,2025-09-07 11:31:45.870075,SYSTEM,2025-09-07 11:31:45.870075
